DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,GRADE,AMERICAN INDIAN OR ALASKAN NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK (NOT HISPANIC),HISPANIC,WHITE (NOT HISPANIC),TOTAL,TOTAL Minority,% Minority
0020,ADAMS 12 FIVE STAR SCHOOLS,1752,COLORADO VIRTUAL ACADEMY (COVA),7TH,11,12,14,47,416,500,84,17%
0020,ADAMS 12 FIVE STAR SCHOOLS,1752,COLORADO VIRTUAL ACADEMY (COVA),8TH,11,7,17,63,460,558,98,18%
0020,ADAMS 12 FIVE STAR SCHOOLS,1752,COLORADO VIRTUAL ACADEMY (COVA),9TH,15,6,27,54,323,425,102,24%
0020,ADAMS 12 FIVE STAR SCHOOLS,1752,COLORADO VIRTUAL ACADEMY (COVA),10TH,11,8,16,64,379,478,99,21%
0020,ADAMS 12 FIVE STAR SCHOOLS,1752,COLORADO VIRTUAL ACADEMY (COVA),11TH,4,5,14,35,270,328,58,18%
0020,ADAMS 12 FIVE STAR SCHOOLS,1752,COLORADO VIRTUAL ACADEMY (COVA),12TH,1,2,9,18,118,148,30,20%
0020,ADAMS 12 FIVE STAR SCHOOLS,1752,COLORADO VIRTUAL ACADEMY (COVA),SCHOOL TOTAL,86,96,169,512,4143,5006,863,17%
0020,ADAMS 12 FIVE STAR SCHOOLS,1878,CORONADO HILLS ELEMENTARY SCHOOL,KINDERGARTEN,1,0,1,59,15,76,61,80%
0020,ADAMS 12 FIVE STAR SCHOOLS,1878,CORONADO HILLS ELEMENTARY SCHOOL,1ST,0,0,1,60,12,73,61,84%
0020,ADAMS 12 FIVE STAR SCHOOLS,1878,CORONADO HILLS ELEMENTARY SCHOOL,2ND,0,2,1,70,13,86,73,85%
0020,ADAMS 12 FIVE STAR SCHOOLS,1878,CORONADO HILLS ELEMENTARY SCHOOL,3RD,0,1,4,66,10,81,71,88%
0020,ADAMS 12 FIVE STAR SCHOOLS,1878,CORONADO HILLS ELEMENTARY SCHOOL,4TH,0,1,2,60,14,77,63,82%
0020,ADAMS 12 FIVE STAR SCHOOLS,1878,CORONADO HILLS ELEMENTARY SCHOOL,5TH,0,0,1,60,15,76,61,80%
0020,ADAMS 12 FIVE STAR SCHOOLS,1878,CORONADO HILLS ELEMENTARY SCHOOL,SCHOOL TOTAL,1,4,10,375,79,469,390,83%
0020,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,HALF DAY K,0,2,0,14,44,60,16,27%
0020,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,KINDERGARTEN,0,1,2,5,40,48,8,17%
0020,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,1ST,2,10,1,10,66,89,23,26%
0020,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,2ND,0,13,2,18,74,107,33,31%
0020,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,3RD,1,14,3,15,74,107,33,31%
0020,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,4TH,2,10,1,15,86,114,28,25%
0020,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,5TH,2,10,1,13,69,95,26,27%
0020,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,SCHOOL TOTAL,7,60,10,90,453,620,167,27%
0020,ADAMS 12 FIVE STAR SCHOOLS,1937,COYOTE RIDGE ELEMENTARY SCHOOL,HALF DAY K,0,6,1,8,79,94,15,16%
0020,ADAMS 12 FIVE STAR SCHOOLS,1937,COYOTE RIDGE ELEMENTARY SCHOOL,1ST,1,12,0,3,86,102,16,16%
0020,ADAMS 12 FIVE STAR SCHOOLS,1937,COYOTE RIDGE ELEMENTARY SCHOOL,2ND,0,16,0,10,75,101,26,26%
0020,ADAMS 12 FIVE STAR SCHOOLS,1937,COYOTE RIDGE ELEMENTARY SCHOOL,3RD,0,9,0,2,86,97,11,11%
0020,ADAMS 12 FIVE STAR SCHOOLS,1937,COYOTE RIDGE ELEMENTARY SCHOOL,4TH,0,11,0,6,66,83,17,20%
0020,ADAMS 12 FIVE STAR SCHOOLS,1937,COYOTE RIDGE ELEMENTARY SCHOOL,5TH,0,11,1,7,63,82,19,23%
0020,ADAMS 12 FIVE STAR SCHOOLS,1937,COYOTE RIDGE ELEMENTARY SCHOOL,SCHOOL TOTAL,1,65,2,36,455,559,104,19%
0020,ADAMS 12 FIVE STAR SCHOOLS,2031,CROSSROAD ALTERNATIVE SCHOOL,3RD,0,0,0,0,1,1,0,0%
0020,ADAMS 12 FIVE STAR SCHOOLS,2031,CROSSROAD ALTERNATIVE SCHOOL,4TH,0,0,1,1,2,4,2,50%
0020,ADAMS 12 FIVE STAR SCHOOLS,2031,CROSSROAD ALTERNATIVE SCHOOL,5TH,0,0,0,0,3,3,0,0%
0020,ADAMS 12 FIVE STAR SCHOOLS,2031,CROSSROAD ALTERNATIVE SCHOOL,6TH,0,0,1,5,5,11,6,55%
0020,ADAMS 12 FIVE STAR SCHOOLS,2031,CROSSROAD ALTERNATIVE SCHOOL,7TH,2,0,1,1,9,13,4,31%
0020,ADAMS 12 FIVE STAR SCHOOLS,2031,CROSSROAD ALTERNATIVE SCHOOL,8TH,1,1,2,13,23,40,17,43%
0020,ADAMS 12 FIVE STAR SCHOOLS,2031,CROSSROAD ALTERNATIVE SCHOOL,SCHOOL TOTAL,3,1,5,20,43,72,29,40%
0020,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,HALF DAY K,0,3,1,11,31,46,15,33%
0020,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,KINDERGARTEN,1,1,0,6,34,42,8,19%
0020,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,1ST,1,5,3,18,68,95,27,28%
0020,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,2ND,0,6,3,27,68,104,36,35%
0020,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,3RD,1,1,4,16,74,96,22,23%
0020,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,4TH,3,4,3,28,66,104,38,37%
0020,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,5TH,1,5,4,19,91,120,29,24%
0020,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,SCHOOL TOTAL,7,25,18,125,432,607,175,29%
0020,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,HALF DAY K,1,7,1,8,24,41,17,41%
0020,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,KINDERGARTEN,0,2,1,0,21,24,3,13%
0020,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,1ST,0,1,2,17,54,74,20,27%
0020,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,2ND,0,2,2,13,72,89,17,19%
0020,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,3RD,0,4,0,12,69,85,16,19%
0020,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,4TH,0,4,3,9,76,92,16,17%
0020,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,5TH,1,5,0,16,80,102,22,22%
0020,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,SCHOOL TOTAL,2,25,9,75,396,507,111,22%
0020,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,HALF DAY K,0,5,1,15,33,54,21,39%
0020,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,KINDERGARTEN,0,0,2,6,17,25,8,32%
0020,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,1ST,1,1,3,31,56,92,36,39%
0020,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,2ND,2,3,3,23,63,94,31,33%
0020,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,3RD,1,3,2,35,38,79,41,52%
0020,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,4TH,1,7,5,31,57,101,44,44%
0020,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,5TH,1,6,4,38,52,101,49,49%
0020,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,SCHOOL TOTAL,6,25,20,179,316,546,230,42%
0020,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,HALF DAY K,0,4,4,18,52,78,26,33%
0020,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,1ST,0,4,0,29,55,88,33,38%
0020,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,2ND,0,4,4,24,57,89,32,36%
0020,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,3RD,0,2,3,28,54,87,33,38%
0020,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,4TH,0,0,4,23,69,96,27,28%
0020,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,5TH,1,6,1,29,44,81,37,46%
0020,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,SCHOOL TOTAL,1,20,16,151,331,519,188,36%
0020,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,HALF DAY K,1,2,0,14,25,42,17,40%
0020,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,KINDERGARTEN,1,1,0,5,40,47,7,15%
0020,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,1ST,1,9,3,22,89,124,35,28%
0020,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,2ND,3,8,9,24,89,133,44,33%
0020,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,3RD,1,10,6,10,100,127,27,21%
0020,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,4TH,1,8,4,15,81,109,28,26%
0020,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,5TH,2,9,4,13,102,130,28,22%
0020,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,SCHOOL TOTAL,10,47,26,103,526,712,186,26%
0020,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,HALF DAY K,0,3,1,23,14,41,27,66%
0020,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,KINDERGARTEN,0,1,0,26,5,32,27,84%
0020,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,1ST,2,5,2,43,25,77,52,68%
0020,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,2ND,2,2,3,43,25,75,50,67%
0020,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,3RD,2,2,1,50,46,101,55,54%
0020,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,4TH,1,2,1,40,30,74,44,59%
0020,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,5TH,1,1,2,43,31,78,47,60%
0020,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,SCHOOL TOTAL,8,16,10,268,176,478,302,63%
0020,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,HALF DAY K,1,4,3,23,37,68,31,46%
0020,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,1ST,0,4,0,13,51,68,17,25%
0020,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,2ND,0,6,1,23,58,88,30,34%
0020,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,3RD,0,5,4,22,40,71,31,44%
0020,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,4TH,0,4,1,22,37,64,27,42%
0020,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,5TH,0,5,1,26,30,62,32,52%
0020,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,SCHOOL TOTAL,1,28,10,129,253,421,168,40%
0020,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,HALF DAY K,0,0,0,2,0,2,2,100%
0020,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,KINDERGARTEN,2,0,0,100,20,122,102,84%
0020,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,1ST,0,1,0,99,23,123,100,81%
0020,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,2ND,0,1,0,103,17,121,104,86%
0020,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,3RD,0,1,0,98,27,126,99,79%
0020,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,4TH,0,1,1,96,15,113,98,87%
0020,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,5TH,1,0,2,79,24,106,82,77%
0020,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,SCHOOL TOTAL,3,4,3,577,126,713,587,82%
0020,ADAMS 12 FIVE STAR SCHOOLS,4000,HILLCREST ELEMENTARY SCHOOL,HALF DAY K,0,11,2,32,26,71,45,63%
0020,ADAMS 12 FIVE STAR SCHOOLS,4000,HILLCREST ELEMENTARY SCHOOL,1ST,0,9,3,48,26,86,60,70%
0020,ADAMS 12 FIVE STAR SCHOOLS,4000,HILLCREST ELEMENTARY SCHOOL,2ND,1,11,2,41,33,88,55,63%
0020,ADAMS 12 FIVE STAR SCHOOLS,4000,HILLCREST ELEMENTARY SCHOOL,3RD,1,3,0,43,25,72,47,65%
0020,ADAMS 12 FIVE STAR SCHOOLS,4000,HILLCREST ELEMENTARY SCHOOL,4TH,0,4,5,41,21,71,50,70%
0020,ADAMS 12 FIVE STAR SCHOOLS,4000,HILLCREST ELEMENTARY SCHOOL,5TH,0,3,5,36,25,69,44,64%
0020,ADAMS 12 FIVE STAR SCHOOLS,4000,HILLCREST ELEMENTARY SCHOOL,SCHOOL TOTAL,2,41,17,241,156,457,301,66%
0020,ADAMS 12 FIVE STAR SCHOOLS,4108,HORIZON HIGH SCHOOL,9TH,5,24,10,116,359,514,155,30%
0020,ADAMS 12 FIVE STAR SCHOOLS,4108,HORIZON HIGH SCHOOL,10TH,8,22,10,107,316,463,147,32%
0020,ADAMS 12 FIVE STAR SCHOOLS,4108,HORIZON HIGH SCHOOL,11TH,9,18,11,103,294,435,141,32%
0020,ADAMS 12 FIVE STAR SCHOOLS,4108,HORIZON HIGH SCHOOL,12TH,2,24,12,107,324,469,145,31%
0020,ADAMS 12 FIVE STAR SCHOOLS,4108,HORIZON HIGH SCHOOL,SCHOOL TOTAL,24,88,43,433,1293,1881,588,31%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,HALF DAY K,0,13,1,4,30,48,18,38%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,KINDERGARTEN,0,13,1,3,33,50,17,34%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,1ST,0,15,1,7,77,100,23,23%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,2ND,0,18,1,7,74,100,26,26%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,3RD,1,12,3,8,51,75,24,32%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,4TH,1,8,0,8,59,76,17,22%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,5TH,1,8,1,10,55,75,20,27%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,6TH,2,13,1,11,45,72,27,38%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,7TH,3,7,1,7,49,67,18,27%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,8TH,1,6,0,9,38,54,16,30%
0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,SCHOOL TOTAL,9,113,10,74,511,717,206,29%
0020,ADAMS 12 FIVE STAR SCHOOLS,4187,SILVER HILLS MIDDLE SCHOOL,6TH,3,21,10,112,220,366,146,40%
0020,ADAMS 12 FIVE STAR SCHOOLS,4187,SILVER HILLS MIDDLE SCHOOL,7TH,1,29,9,105,190,334,144,43%
0020,ADAMS 12 FIVE STAR SCHOOLS,4187,SILVER HILLS MIDDLE SCHOOL,8TH,4,23,13,88,222,350,128,37%
0020,ADAMS 12 FIVE STAR SCHOOLS,4187,SILVER HILLS MIDDLE SCHOOL,SCHOOL TOTAL,8,73,32,305,632,1050,418,40%
0020,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,9TH,3,52,5,77,424,561,137,24%
0020,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,10TH,3,40,9,80,384,516,132,26%
0020,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,11TH,2,36,11,68,346,463,117,25%
0020,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,12TH,0,43,10,58,329,440,111,25%
0020,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,SCHOOL TOTAL,8,171,35,283,1483,1980,497,25%
0020,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,HALF DAY K,0,0,0,1,0,1,1,100%
0020,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,KINDERGARTEN,0,2,3,27,20,52,32,62%
0020,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,1ST,0,1,1,27,31,60,29,48%
0020,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,2ND,1,5,2,32,30,70,40,57%
0020,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,3RD,0,1,5,29,29,64,35,55%
0020,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,4TH,3,2,2,31,33,71,38,54%
0020,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,5TH,2,1,1,31,32,67,35,52%
0020,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,SCHOOL TOTAL,6,12,14,178,175,385,210,55%
0020,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,HALF DAY K,2,3,0,43,34,82,48,59%
0020,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,1ST,1,1,5,29,36,72,36,50%
0020,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,2ND,0,4,0,46,30,80,50,63%
0020,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,3RD,1,2,2,36,41,82,41,50%
0020,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,4TH,0,5,2,32,34,73,39,53%
0020,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,5TH,0,1,3,28,44,76,32,42%
0020,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,SCHOOL TOTAL,4,16,12,214,219,465,246,53%
0020,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,KINDERGARTEN,1,0,3,71,7,82,75,91%
0020,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,1ST,2,1,5,71,11,90,79,88%
0020,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,2ND,0,1,7,82,14,104,90,87%
0020,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,3RD,0,1,1,64,3,69,66,96%
0020,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,4TH,1,0,5,65,5,76,71,93%
0020,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,5TH,0,0,3,52,14,69,55,80%
0020,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,SCHOOL TOTAL,4,3,24,405,54,490,436,89%
0020,ADAMS 12 FIVE STAR SCHOOLS,5814,THORNTON MIDDLE SCHOOL,6TH,0,4,8,158,40,210,170,81%
0020,ADAMS 12 FIVE STAR SCHOOLS,5814,THORNTON MIDDLE SCHOOL,7TH,0,9,5,159,40,213,173,81%
0020,ADAMS 12 FIVE STAR SCHOOLS,5814,THORNTON MIDDLE SCHOOL,8TH,2,15,8,174,57,256,199,78%
0020,ADAMS 12 FIVE STAR SCHOOLS,5814,THORNTON MIDDLE SCHOOL,SCHOOL TOTAL,2,28,21,491,137,679,542,80%
0020,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,9TH,3,33,19,319,146,520,374,72%
0020,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,10TH,2,34,15,276,142,469,327,70%
0020,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,11TH,4,32,11,211,138,396,258,65%
0020,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,12TH,0,26,16,174,134,350,216,62%
0020,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,SCHOOL TOTAL,9,125,61,980,560,1735,1175,68%
0020,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,9TH,7,21,15,144,336,523,187,36%
0020,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,10TH,6,22,15,134,342,519,177,34%
0020,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,11TH,14,24,16,121,356,531,175,33%
0020,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,12TH,6,29,8,83,349,475,126,27%
0020,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,SCHOOL TOTAL,33,96,54,482,1383,2048,665,32%
0020,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,HALF DAY K,0,7,2,9,38,56,18,32%
0020,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,KINDERGARTEN,1,1,1,7,42,52,10,19%
0020,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,1ST,1,13,1,12,85,112,27,24%
0020,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,2ND,1,10,4,16,80,111,31,28%
0020,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,3RD,2,11,4,14,71,102,31,30%
0020,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,4TH,1,11,6,13,75,106,31,29%
0020,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,5TH,0,3,4,19,69,95,26,27%
0020,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,SCHOOL TOTAL,6,56,22,90,460,634,174,27%
0020,ADAMS 12 FIVE STAR SCHOOLS,6261,NEW AMERICA SCHOOL,9TH,1,1,0,32,2,36,34,94%
0020,ADAMS 12 FIVE STAR SCHOOLS,6261,NEW AMERICA SCHOOL,10TH,1,0,0,53,19,73,54,74%
0020,ADAMS 12 FIVE STAR SCHOOLS,6261,NEW AMERICA SCHOOL,11TH,2,0,1,77,16,96,80,83%
0020,ADAMS 12 FIVE STAR SCHOOLS,6261,NEW AMERICA SCHOOL,12TH,1,4,2,198,66,271,205,76%
0020,ADAMS 12 FIVE STAR SCHOOLS,6261,NEW AMERICA SCHOOL,SCHOOL TOTAL,5,5,3,360,103,476,373,78%
0020,ADAMS 12 FIVE STAR SCHOOLS,6342,SHADOW RIDGE MIDDLE SCHOOL,6TH,4,7,13,100,231,355,124,35%
0020,ADAMS 12 FIVE STAR SCHOOLS,6342,SHADOW RIDGE MIDDLE SCHOOL,7TH,2,12,12,101,214,341,127,37%
0020,ADAMS 12 FIVE STAR SCHOOLS,6342,SHADOW RIDGE MIDDLE SCHOOL,8TH,2,11,3,116,207,339,132,39%
0020,ADAMS 12 FIVE STAR SCHOOLS,6342,SHADOW RIDGE MIDDLE SCHOOL,SCHOOL TOTAL,8,30,28,317,652,1035,383,37%
0020,ADAMS 12 FIVE STAR SCHOOLS,6355,NORTH MOR ELEMENTARY SCHOOL,KINDERGARTEN,1,2,2,36,23,64,41,64%
0020,ADAMS 12 FIVE STAR SCHOOLS,6355,NORTH MOR ELEMENTARY SCHOOL,1ST,0,1,2,42,28,73,45,62%
